unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,line_context_frame,prompt_img_nano
28,explanation,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""大切なのは、体に、今日は始まりましたよ、とやさしく知らせることです。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 大切なのは、体に、今日は始まりましたよ、とやさしく知らせることです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
29,explanation,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""ただし、早ければ早いほど良い、という意味ではありません。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ただし、早ければ早いほど良い、という意味ではありません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
30,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""夕方に眠くなるのが早すぎて困っている方は、早朝の強い光でさらに朝型に寄りすぎることもあります。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 夕方に眠くなるのが早すぎて困っている方は、早朝の強い光でさらに朝型に寄りすぎることもあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
31,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""その場合は、無理に暗いうちから起きて光を浴びようとしないでください。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: その場合は、無理に暗いうちから起きて光を浴びようとしないでください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
32,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""ご自身の生活時間に合わせて、朝から午前中の明るさを少し増やす、くらいで十分です。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ご自身の生活時間に合わせて、朝から午前中の明るさを少し増やす、くらいで十分です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
33,three_points,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""続いて、二つ目の見直しです。"", ""visualizable_core"": ""three gentle review areas"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""three_points"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A clean side-by-side educational composition showing morning window light, quiet bedroom, and a simple notebook without any text. Balanced panel-like layout, Japanese home cues, clear but not infographic-like. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 続いて、二つ目の見直しです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
34,night_environment,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""朝のだるさは、実は前の晩の寝室から始まっていることがあります。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさは、実は前の晩の寝室から始まっていることがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
35,night_environment,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""寝る直前まで、スマートフォンやタブレットを見ていませんか。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝る直前まで、スマートフォンやタブレットを見ていませんか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
36,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""画面の光は、思っている以上に目と脳を起こしてしまうことがあります。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 画面の光は、思っている以上に目と脳を起こしてしまうことがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
37,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""特に白っぽく明るい光は、体の時計に、まだ夜ではないですよ、と伝えてしまいやすいのです。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 特に白っぽく明るい光は、体の時計に、まだ夜ではないですよ、と伝えてしまいやすいのです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
38,explanation,comparison_pair,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""すると、寝つく時間が遅れたり、眠りが浅くなったりして、朝の回復感が弱くなることがあります。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""comparison_pair"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: すると、寝つく時間が遅れたり、眠りが浅くなったりして、朝の回復感が弱くなることがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
39,explanation,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""寝る前の情報も、意外と体を疲れさせます。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝る前の情報も、意外と体を疲れさせます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
40,health_sign,process_metaphor,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""ニュースを見て不安になったり、連絡を返そうとして頭が働き続けたりすることもありますよね。"", ""visualizable_core"": ""calm symptom awareness"", ""scene_function"": ""process_metaphor"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""health_sign"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ニュースを見て不安になったり、連絡を返そうとして頭が働き続けたりすることもありますよね。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
41,night_environment,object_focus,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""できれば、寝る少し前からは、画面を遠ざける時間を作ってみましょう。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""object_focus"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: できれば、寝る少し前からは、画面を遠ざける時間を作ってみましょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
42,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""どうしても必要な場合は、明るさを下げて、短い時間で終えるようにしてみてください。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: どうしても必要な場合は、明るさを下げて、短い時間で終えるようにしてみてください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
43,night_environment,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""寝室そのものも、朝のだるさに関係します。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝室そのものも、朝のだるさに関係します。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
44,explanation,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""部屋が暑すぎたり寒すぎたりすると、眠っている間に体が休みにくくなります。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 部屋が暑すぎたり寒すぎたりすると、眠っている間に体が休みにくくなります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
45,explanation,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""車の音や家の中の物音で、何度も浅く目が覚めることもあります。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 車の音や家の中の物音で、何度も浅く目が覚めることもあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
46,morning_light,everyday_example,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""遮光カーテンや、耳に負担の少ない工夫、季節に合った寝具を使うだけでも、眠りやすさが変わる方がいます。"", ""visualizable_core"": ""window daylight and curtain"", ""scene_function"": ""everyday_example"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""morning_light"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 遮光カーテンや、耳に負担の少ない工夫、季節に合った寝具を使うだけでも、眠りやすさが変わる方がいます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
47,night_environment,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""また、入浴の時間も、少しだけ気にしてみてください。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: また、入浴の時間も、少しだけ気にしてみてください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
48,night_environment,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""寝る直前に熱いお風呂へ長く入ると、体が目覚める方向に傾くことがあります。"", ""visualizable_core"": ""bedroom environment"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""night_environment"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝る直前に熱いお風呂へ長く入ると、体が目覚める方向に傾くことがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
49,explanation,environment_bridge,no_host,no_readable_text,,text_to_image,"{""semantic_target"": ""ぬるめのお湯で、寝る少し前に体を温めるくらいが、合う方も多いでしょう。"", ""visualizable_core"": ""senior wellness explanation"", ""scene_function"": ""environment_bridge"", ""subject_lock"": ""visible Japanese senior daily-life subject or object-focused cue"", ""context_lock"": ""explanation"", ""visible_text_need"": ""none"", ""risk_guardrails"": ""no panic, no diagnosis, no repeated vid_001/vid_002 scenes"", ""demographic_lock"": ""silver-gray hair, wrinkles, weathered hands, age-appropriate posture""}","Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ぬるめのお湯で、寝る少し前に体を温めるくらいが、合う方も多いでしょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture."
