script_text,prompt_img_nano,prompt_video_veo3
大切なのは、体に、今日は始まりましたよ、とやさしく知らせることです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 大切なのは、体に、今日は始まりましたよ、とやさしく知らせることです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 29 for senior wellness explanation. expert emphasis role; Calm push-in; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
ただし、早ければ早いほど良い、という意味ではありません。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ただし、早ければ早いほど良い、という意味ではありません。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 30 for senior wellness explanation. solution demo role; Subtle rightward pan; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
夕方に眠くなるのが早すぎて困っている方は、早朝の強い光でさらに朝型に寄りすぎることもあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 夕方に眠くなるのが早すぎて困っている方は、早朝の強い光でさらに朝型に寄りすぎることもあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 31 for window daylight and curtain. danger reveal role; Slow reveal drift; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
その場合は、無理に暗いうちから起きて光を浴びようとしないでください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: その場合は、無理に暗いうちから起きて光を浴びようとしないでください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 32 for window daylight and curtain. near miss role; Steady observational hold; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
ご自身の生活時間に合わせて、朝から午前中の明るさを少し増やす、くらいで十分です。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ご自身の生活時間に合わせて、朝から午前中の明るさを少し増やす、くらいで十分です。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 33 for window daylight and curtain. contrast role; Slow forward drift; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
続いて、二つ目の見直しです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A clean side-by-side educational composition showing morning window light, quiet bedroom, and a simple notebook without any text. Balanced panel-like layout, Japanese home cues, clear but not infographic-like. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 続いて、二つ目の見直しです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 34 for three gentle review areas. checklist role; Gentle lateral slide; the camera glides from the window-light area toward the notebook area in a restrained comparison. Keep attention on the review areas. subtle parallax separates the review areas. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
朝のだるさは、実は前の晩の寝室から始まっていることがあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 朝のだるさは、実は前の晩の寝室から始まっていることがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 35 for bedroom environment. expert emphasis role; Soft overhead-to-front tilt; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
寝る直前まで、スマートフォンやタブレットを見ていませんか。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝る直前まで、スマートフォンやタブレットを見ていませんか。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 36 for bedroom environment. solution demo role; Measured parallax hold; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
画面の光は、思っている以上に目と脳を起こしてしまうことがあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 画面の光は、思っている以上に目と脳を起こしてしまうことがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 37 for window daylight and curtain. danger reveal role; Calm push-in; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
特に白っぽく明るい光は、体の時計に、まだ夜ではないですよ、と伝えてしまいやすいのです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 特に白っぽく明るい光は、体の時計に、まだ夜ではないですよ、と伝えてしまいやすいのです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 38 for window daylight and curtain. near miss role; Subtle rightward pan; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
すると、寝つく時間が遅れたり、眠りが浅くなったりして、朝の回復感が弱くなることがあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: すると、寝つく時間が遅れたり、眠りが浅くなったりして、朝の回復感が弱くなることがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 39 for senior wellness explanation. contrast role; Slow reveal drift; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
寝る前の情報も、意外と体を疲れさせます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝る前の情報も、意外と体を疲れさせます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 40 for senior wellness explanation. checklist role; Steady observational hold; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
ニュースを見て不安になったり、連絡を返そうとして頭が働き続けたりすることもありますよね。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A restrained symbolic scene about noticing body signals: a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture calmly touching the forehead or sitting beside a bedside table while a family member observes with concern, no emergency. Japanese domestic morning setting, soft light, safe posture, gentle concern. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ニュースを見て不安になったり、連絡を返そうとして頭が働き続けたりすることもありますよね。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 41 for calm symptom awareness. expert emphasis role; Slow forward drift; the subject makes a small thoughtful pause and adjusts posture safely. Keep attention on the body-signal awareness cue. soft morning light changes gently around the bedside. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
できれば、寝る少し前からは、画面を遠ざける時間を作ってみましょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: できれば、寝る少し前からは、画面を遠ざける時間を作ってみましょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 42 for bedroom environment. solution demo role; Gentle lateral slide; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
どうしても必要な場合は、明るさを下げて、短い時間で終えるようにしてみてください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: どうしても必要な場合は、明るさを下げて、短い時間で終えるようにしてみてください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 43 for window daylight and curtain. danger reveal role; Soft overhead-to-front tilt; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
寝室そのものも、朝のだるさに関係します。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝室そのものも、朝のだるさに関係します。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 44 for bedroom environment. near miss role; Measured parallax hold; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
部屋が暑すぎたり寒すぎたりすると、眠っている間に体が休みにくくなります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 部屋が暑すぎたり寒すぎたりすると、眠っている間に体が休みにくくなります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 45 for senior wellness explanation. contrast role; Calm push-in; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
車の音や家の中の物音で、何度も浅く目が覚めることもあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 車の音や家の中の物音で、何度も浅く目が覚めることもあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 46 for senior wellness explanation. checklist role; Subtle rightward pan; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
遮光カーテンや、耳に負担の少ない工夫、季節に合った寝具を使うだけでも、眠りやすさが変わる方がいます。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture gently opening curtains or sitting near a bright window in an ordinary Japanese apartment morning, showing natural daylight without rushing. Soft dawn-to-morning light, tidy tatami or simple bedroom/living room details, practical senior home clothing, low clutter. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 遮光カーテンや、耳に負担の少ない工夫、季節に合った寝具を使うだけでも、眠りやすさが変わる方がいます。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 47 for window daylight and curtain. expert emphasis role; Slow reveal drift; the hand eases the curtain slightly while daylight grows softly across the floor. Keep attention on the daylight entering the room. dust motes drift in the beam and fabric edges move subtly. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
また、入浴の時間も、少しだけ気にしてみてください。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: また、入浴の時間も、少しだけ気にしてみてください。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 48 for bedroom environment. solution demo role; Steady observational hold; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
寝る直前に熱いお風呂へ長く入ると、体が目覚める方向に傾くことがあります。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 寝る直前に熱いお風呂へ長く入ると、体が目覚める方向に傾くことがあります。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 49 for bedroom environment. danger reveal role; Slow forward drift; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
ぬるめのお湯で、寝る少し前に体を温めるくらいが、合う方も多いでしょう。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: ぬるめのお湯で、寝る少し前に体を温めるくらいが、合う方も多いでしょう。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 50 for senior wellness explanation. near miss role; Gentle lateral slide; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
もちろん、持病や体調によって合う方法は違います。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A calm educational metaphor scene for senior wellness, showing the body clock as soft morning light entering a Japanese home with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture nearby. Low-clutter symbolic composition, no fake scientific proof, no medical devices. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: もちろん、持病や体調によって合う方法は違います。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 51 for senior wellness explanation. contrast role; Soft overhead-to-front tilt; the symbolic light cue drifts gently across the composition. Keep attention on the quiet explanatory cue. soft layered parallax suggests the body clock settling. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
大切なのは、夜の環境を、体が静かに休める方向へ少しずつ整えることです。,"Generate a clean editorial manga illustration in a seinen soft educational style, old-school two-dimensional anime influence, clean ink line art, restrained screentone, flat soft low-saturation colors, warm neutral accents, panel-like clarity, low clutter. A quiet Japanese bedroom scene with a visibly elderly Japanese senior with silver-gray hair, fine wrinkles around the eyes, slightly weathered hands, and relaxed age-appropriate posture preparing a calmer sleep environment, dim warm lamp, smartphone placed away from the pillow, bedding arranged neatly. Evening atmosphere, darkened room, calm household props, no visible screen content. Keep ordinary Japanese domestic cues, practical senior clothing, soft low-saturation colors, and clear panel-like composition. The image should support this narration beat: 大切なのは、夜の環境を、体が静かに休める方向へ少しずつ整えることです。 No readable text, no numerals, no speech bubbles, no subtitles, avoid photorealism, avoid panic, avoid youthful skin or youthful posture.","Focused motion beat 52 for bedroom environment. checklist role; Measured parallax hold; the hand places the phone farther from the pillow or smooths the bedding in one small action. Keep attention on the calmer sleep environment. the lamp glow steadies and the curtain edge barely shifts. Preserve the calm senior-friendly educational mood and the existing illustration style. (Silent video, no audio). No dialogue, no lip sync, no direct-to-camera speech, no singing, no chanting, no new readable text, no character redesign, no scene redesign."
