unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano
60,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of a thermo-hygrometer display showing 28 degrees with a subtle guideline indicator. Clean, informational. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
61,SG04,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Simple comparison illustration: AC remote showing 28 vs actual room thermometer showing 30. Educational gap concept. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
62,SG04,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same comparison with AC remote at 28 and room at 31, showing the discrepancy clearly. Side by side. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
63,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. AC remote being adjusted to 26 degrees. Close-up of a hand pressing the button. Japanese AC unit. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
64,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A Japanese window with bamboo sudare blind filtering sunlight. Curtains partially drawn. Practical heat reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
65,SG04,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A small fan or circulator on a low table, blowing air gently across the room. Japanese living room. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
66,SG04,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) adjusting the fan direction, finding her comfort level. Relaxed, practical moment. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
67,SG04,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same living room. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) sits back comfortably after adjusting the environment. Calm satisfaction. Same character, same room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
68,SG04,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) nods gently, acknowledging that comfort levels differ for everyone. Calm, personal moment. Same character, same room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
69,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Japanese bedroom at night. A futon laid out, bedside lamp on, AC running. Peaceful nighttime setting. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
70,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedroom. The AC unit on the wall with a timer display visible. Nighttime atmosphere, soft lamp light. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
71,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of an AC remote timer set to 2-3 hours. A hand holding the remote. Japanese bedroom. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
72,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedroom, later at night. The AC has stopped. Room temperature visualization: warm color creeping in from walls. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
73,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedroom scene. Warm tones intensifying as stored heat radiates. The futon occupant sleeps unaware. Subtle, no alarm. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
74,SG05,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) sleeping on futon, light perspiration visible on forehead. Peaceful but warm room. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
75,SG05,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Morning scene. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) waking up looking slightly groggy and tired. Morning light through curtains. Same character, same bedroom. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
76,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedroom with the AC unit running. Emphasis on keeping it on through the night. Cool blue-tinted comfortable atmosphere. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
77,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of a modern Japanese AC unit with energy-saving indicator light. Reassuring technology detail. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
78,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same AC remote with timer set to run until morning wake-up time. Practical setting adjustment. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
79,SG05,process_metaphor,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Simple illustration: timeline showing AC covering the full night until morning. Clean educational diagram. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
80,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A glass of water placed on a low bedside table next to the futon. Nighttime lamp light. Japanese bedroom. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
81,SG05,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedside. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) reaching for the water glass at night. Calm, reassuring moment. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
82,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of summer bedding: light cotton or linen sheets on a Japanese futon. Breathable, comfortable texture. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
83,SG05,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Folded cotton pajamas and linen bedding arranged neatly. Soft, breathable summer fabrics. Japanese domestic setting. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
84,SG05,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedroom at dawn. Cool comfortable atmosphere, the woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) sleeping peacefully with proper nighttime setup. Same character, same room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
85,SG05,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Dawn light through bedroom curtains. The room is cool and comfortable. Peaceful morning transition. Same room continuity. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
86,SG06,comparison_pair,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Split triptych concept: morning, noon, night. Three scenes of Japanese domestic life. Overview layout, warm practical tones. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
87,SG06,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) at kitchen table with a simple notebook, ready to organize daily checks. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
88,SG06,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A simple sunrise icon concept representing morning. Clean, warm, minimal illustration. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
89,SG06,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Morning kitchen. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) drinks a glass of water right after waking. Morning light, Japanese kitchen. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
90,SG06,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same morning kitchen. She pauses to notice how her body feels. Calm self-check moment. Same character, same kitchen. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
91,SG06,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of the woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) checking her lips in a small mirror on the kitchen counter. Quick morning check. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
92,SG06,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A simple midday sun icon concept. Clean, warm, minimal illustration. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
93,SG06,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) checking the thermo-hygrometer in the living room. Midday light. Same character, same room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
94,SG06,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of a hand pouring tea from a Japanese kyusu teapot into a cup. Everyday hydration moment. Japanese kitchen. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
95,SG06,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Tea and water on a Japanese tray. Casual hydration options. Warm domestic setting. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
96,SG06,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A simple crescent moon icon concept representing night. Clean, calm, minimal illustration. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
97,SG06,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Bedtime scene. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) places a water glass on the bedside table and checks the AC remote. Same character, same bedroom. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
98,SG06,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same bedroom. Light summer bedding neatly arranged, AC running quietly. Comfortable nighttime setup. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
99,SG06,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of a simple checklist concept: three icons for morning water, noon temperature, night preparation. Clean minimal layout. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
100,SG06,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) nodding gently with a calm, reassured expression. Same living room. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
101,SG06,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same living room. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) sits back peacefully, feeling more prepared. Warm afternoon light. Reassuring close. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
102,SG07,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) picking up a telephone at home, considering calling for advice. Calm domestic scene. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
103,SG07,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A Japanese pharmacy counter. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) speaking with a pharmacist. Calm, everyday consultation. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
104,SG07,everyday_example,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same pharmacy scene. The pharmacist listens attentively. Warm professional interaction. Japanese pharmacy interior. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
105,SG07,everyday_example,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A Japanese clinic entrance. Clean, welcoming, with clear signage. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) approaches calmly. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
106,SG07,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. A simple illustration of a municipal building facade representing a community support center. Japanese institutional architecture, welcoming entrance. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
107,SG07,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of a pamphlet or card showing community support contact information concept. Japanese domestic table setting. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
108,SG07,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) placing a contact card near her telephone at home. Practical preparedness. Same character, same living room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
109,SG08,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Gentle wide shot of the Japanese living room, summer afternoon. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) sits calmly having reviewed all 3 signs. Peaceful resolution. Same character. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
110,SG08,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Three gentle icons in a row: a water drop, a thermometer, a moon, representing the 3 signs. Clean summary layout, warm colors. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
111,SG08,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same living room. Gentle warm light, the woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) looks peaceful and informed. Daily life continues naturally. Same character, same room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
112,SG08,object_focus,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Close-up of elderly hands resting calmly on lap, a glass of water nearby. Peaceful, unhurried moment. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
113,SG08,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) looking out the window at a calm Japanese neighborhood. Gentle summer evening light. Same character, same room. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
114,SG08,environment_bridge,no_host,no_readable_text,,generate_locked,"Generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. Same view. Summer evening sky visible through the window. Calm, reassuring atmosphere. Environment bridge closing. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
115,SG08,host_anchor,host,no_readable_text,,reference_first_locked,"Using the provided reference image(s), generate a illustrated lifestyle handbook in retro-clean 2D style, warm domestic scenes, senior-friendly, flat soft colors, object clarity, minimal clutter. The elderly woman (silver-gray hair, gentle wrinkles around eyes and mouth, relaxed mature posture, weathered hands) gives a gentle, warm expression. Same living room, same summer light. Reassuring farewell moment. Same character from reference. The character MUST appear the SAME age as the reference. NO youth reduction. No readable text. Avoid speech pose, lip sync, doctor costume, photorealistic drift, random English signage, youth drift, smooth-skin bias, decorative clutter."
