unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,prompt_mode,line_context_frame,prompt_img_nano
28,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""こうした出来事は、ひとつひとつはとても小さなものです。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'こうした出来事は、ひとつひとつはとても小さなものです。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
29,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""だれかに話すほどではない、と思ってしまいやすいものです。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'だれかに話すほどではない、と思ってしまいやすいものです。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
30,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""けれど、小さな変化がいくつか重なると、体は静かに合図を出していることがあります。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'けれど、小さな変化がいくつか重なると、体は静かに合図を出していることがあります。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
31,S03_prior_small_signs,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""ある日の午前中、電話が鳴りました。"", ""scene_group_id"": ""S03_prior_small_signs"", ""visual_intent"": ""A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'ある日の午前中、電話が鳴りました。'. A gentle paper collage of tiny daily signs: a slipper near a tatami edge, dim hallway light, one cautious first step, and a calm thoughtful face. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
32,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""美智子さんは、娘からかもしれないと思い、少し急いで立ち上がりました。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '美智子さんは、娘からかもしれないと思い、少し急いで立ち上がりました。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
33,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""座布団から腰を上げた瞬間、景色がほんの少しだけ揺れたように感じました。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '座布団から腰を上げた瞬間、景色がほんの少しだけ揺れたように感じました。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
34,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""まるで部屋の空気が、一拍遅れて動いたような感覚でした。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'まるで部屋の空気が、一拍遅れて動いたような感覚でした。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
35,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""時間にすれば、数秒のことです。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '時間にすれば、数秒のことです。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
36,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""すぐに落ち着いたので、美智子さんはそのまま電話に出ました。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'すぐに落ち着いたので、美智子さんはそのまま電話に出ました。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
37,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""電話は近所の友人からで、畑の野菜を分けたいという明るい話でした。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '電話は近所の友人からで、畑の野菜を分けたいという明るい話でした。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
38,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""美智子さんも普段どおりに返事をしました。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '美智子さんも普段どおりに返事をしました。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
39,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""けれど受話器を置いたあと、胸の奥には小さな不安が残りました。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'けれど受話器を置いたあと、胸の奥には小さな不安が残りました。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
40,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""さっきの感じは、何だったのだろう。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'さっきの感じは、何だったのだろう。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
41,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""疲れていただけなのか、それとも体からの知らせなのか。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '疲れていただけなのか、それとも体からの知らせなのか。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
42,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""そう考えながら、しばらく茶の間に座っていました。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'そう考えながら、しばらく茶の間に座っていました。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
43,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""ふらつきは、いきなり大きな出来事として現れるとは限りません。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'ふらつきは、いきなり大きな出来事として現れるとは限りません。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
44,S04_phone_unsteady,everyday_example,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""その前に、暮らしの中の小さな合図として出ていることがあります。"", ""scene_group_id"": ""S04_phone_unsteady"", ""visual_intent"": ""Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'その前に、暮らしの中の小さな合図として出ていることがあります。'. Michiko in a tatami room hears an old telephone and rises from a low cushion, one hand hovering calmly for balance, no fall and no panic. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
45,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""たとえば、立ち上がる前にひと呼吸ほしくなること。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'たとえば、立ち上がる前にひと呼吸ほしくなること。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
46,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""歩き始めの一歩だけ、いつもより慎重になること。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '歩き始めの一歩だけ、いつもより慎重になること。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
47,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""暗い廊下で、足元を前より長く見たくなること。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '暗い廊下で、足元を前より長く見たくなること。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
48,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""スリッパの先が、ほんの少し引っかかりやすくなること。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'スリッパの先が、ほんの少し引っかかりやすくなること。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
49,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""台所で向きを変えるとき、壁や机の位置を無意識に確かめること。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '台所で向きを変えるとき、壁や机の位置を無意識に確かめること。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
50,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""これらは、弱くなったという意味だけではありません。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: 'これらは、弱くなったという意味だけではありません。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
51,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""体が、今日は少しゆっくり始めたいですよ、と教えてくれている場合もあります。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '体が、今日は少しゆっくり始めたいですよ、と教えてくれている場合もあります。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
52,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""年齢を重ねると、立ち上がったときの血圧の調整に時間がかかる方もいます。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '年齢を重ねると、立ち上がったときの血圧の調整に時間がかかる方もいます。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
53,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""長く座ったあとや、朝起きたあとほど、頭がふわっとすることがあります。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '長く座ったあとや、朝起きたあとほど、頭がふわっとすることがあります。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
54,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""水分が足りないときや、食事の間隔が空いたときにも、体は揺れやすくなることがあります。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '水分が足りないときや、食事の間隔が空いたときにも、体は揺れやすくなることがあります。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
55,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""筋力やバランス感覚も、毎日の動きの中で少しずつ変わります。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '筋力やバランス感覚も、毎日の動きの中で少しずつ変わります。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
56,S05_small_signs_interpretation,process_metaphor,none,no_readable_text,line_context_locked_keyframe,"{""script_text"": ""若いころと同じつもりで急に向きを変えると、足が一拍遅れることもあります。"", ""scene_group_id"": ""S05_small_signs_interpretation"", ""visual_intent"": ""A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing""}","kamishibai paper theater illustration, hand-painted gouache and watercolor on warm textured paper, soft pencil contour, muted warm colors, simple stage-like framed composition, Japanese domestic setting, gentle expressions, visible paper grain, no photorealism, no glossy CG, no digital anime rendering, no readable text. Scene locked to narration line: '若いころと同じつもりで急に向きを変えると、足が一拍遅れることもあります。'. A gentle symbolic collage of tiny daily signs: a foot pausing, a hand near a pillar, a dim hallway, and a soft breath before standing. Composition should express this exact moment only, with one clear focal point and calm senior-friendly readability. Avoid dramatic falling, panic, hospital emergency imagery, red warning graphics, speech bubbles, lip-sync pose, mouth-open acting, clutter, photorealism, glossy CG."
