unit_index,i2v_mode,motion_strategy,recommended_duration_sec,prompt_video_veo3
89,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
90,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
91,first_frame_only,environment_breathing_pan,4,"Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
92,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
93,first_frame_only,process_layer_drift,6,"Slow, subtle parallax drift camera motion. The educational symbolic elements gently float or pulse with a soft, slow rhythm. The abstract background softly shifts to provide depth. The atmosphere is clean, educational, and non-alarming. (Silent video, no audio). No rapid pulsing, no flashing, no medical horror, no jarring motion."
94,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
95,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
96,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
97,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
98,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
99,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
100,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
101,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
102,first_frame_only,environment_breathing_pan,4,"Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
103,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
104,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
105,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
106,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
107,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
108,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
109,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
110,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
111,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
112,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
113,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
114,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
115,first_frame_only,environment_breathing_pan,4,"Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
116,first_frame_only,daily_action_follow,6,"Gentle, observing static shot with a very subtle pan. The elderly woman moves with slow, deliberate micro-movements, her hands shifting slightly and posture adjusting naturally. Dust motes drift softly in the warm light; subtle fabric movement. The atmosphere is serene, lived-in, and peaceful. (Silent video, no audio). No sudden movements, no speech, no lip sync, no dramatic falls or action."
117,first_frame_only,environment_breathing_pan,4,"Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
118,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
119,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
120,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
121,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
122,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
123,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
124,first_frame_only,environment_breathing_pan,4,"Slow, atmospheric pan across the quiet Japanese space. The scene remains still. Dust motes dance softly in the warm shafts of light; a faint breeze barely stirs a curtain. The atmosphere is quiet, contemplative, and still. (Silent video, no audio). No fast pans, no sudden changes, no character presence."
125,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
126,first_frame_only,host_gentle_push,6,"Very slow, subtle push-in camera motion. The elderly Japanese narrator breathes gently, eyes blinking naturally, maintaining a warm, steady, reassuring expression. Soft ambient light shifts almost imperceptibly. The atmosphere is warm, reassuring, and calm. (Silent video, no audio). No rapid movement, no speech, no lip movement, no vocalization, no mouth-open acting."
