script_text,prompt_img_nano,prompt_video_veo3
紙でもらっている方は、折れ曲がらないようにケースへ入れておくと安心です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 紙でもらっている方は、折れ曲がらないようにケースへ入れておくと安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 031 uses checklist focus on reception pouch. Use a slow push-in toward reception pouch; the hands gently slide the pouch closer to the camera. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
高齢者医療や介護保険の書類など、病院から指定されたものがある場合もあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 高齢者医療や介護保険の書類など、病院から指定されたものがある場合もあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 032 uses contrast focus on reception pouch. Use a gentle left-to-right pan toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
必要かどうか迷う書類は、次回だけ持っていき、受付で確認してから整理してもよいでしょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 必要かどうか迷う書類は、次回だけ持っていき、受付で確認してから整理してもよいでしょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 033 uses solution_demo focus on reception pouch. Use a soft downward tilt toward reception pouch; the hands gently slide the pouch closer to the camera. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ケースの中に入れたら、バッグのいつも同じ場所へ入れておきます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: ケースの中に入れたら、バッグのいつも同じ場所へ入れておきます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 034 uses expert_emphasis focus on reception pouch. Use a small parallax drift toward reception pouch; the hands gently slide the pouch closer to the camera. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
毎回場所を変えないことが、探し物を減らす小さなコツです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 毎回場所を変えないことが、探し物を減らす小さなコツです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 035 uses checklist focus on prepared items. Use a steady close-up hold with slight settling toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
受付で慌てないだけでも、通院の始まりは少し楽になります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 受付で慌てないだけでも、通院の始まりは少し楽になります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 036 uses solution_demo focus on reception pouch. Use a slow push-in toward reception pouch; the hands gently slide the pouch closer to the camera. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ふたつめの確認は、お薬手帳と今飲んでいる薬の情報です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: ふたつめの確認は、お薬手帳と今飲んでいる薬の情報です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 037 uses contrast focus on medicine pouch. Use a gentle left-to-right pan toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
お薬手帳は、できるだけ一冊にまとめておくことがすすめられています。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: お薬手帳は、できるだけ一冊にまとめておくことがすすめられています。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 038 uses checklist focus on medicine pouch. Use a soft downward tilt toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
複数の病院や薬局を利用していると、薬の情報が分かれやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 複数の病院や薬局を利用していると、薬の情報が分かれやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 039 uses expert_emphasis focus on medicine pouch. Use a small parallax drift toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
一冊にまとまっていると、医師や薬剤師が薬の全体を確認しやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 一冊にまとまっていると、医師や薬剤師が薬の全体を確認しやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 040 uses solution_demo focus on medicine pouch. Use a steady close-up hold with slight settling toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
飲み合わせや副作用の確認にも役立ちます。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 飲み合わせや副作用の確認にも役立ちます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 041 uses checklist focus on medicine pouch. Use a slow push-in toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
いつも飲んでいる薬がある方は、薬そのものを持つ必要があるか、事前に確認しておきましょう。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: いつも飲んでいる薬がある方は、薬そのものを持つ必要があるか、事前に確認しておきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 042 uses contrast focus on medicine pouch. Use a gentle left-to-right pan toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
薬の名前がわかる説明書や、薬袋を持っていくとよい場合もあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 薬の名前がわかる説明書や、薬袋を持っていくとよい場合もあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 043 uses solution_demo focus on medicine pouch. Use a soft downward tilt toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
サプリメントや市販薬を使っている方も、診察で聞かれたら伝えられるようにしておくと安心です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: サプリメントや市販薬を使っている方も、診察で聞かれたら伝えられるようにしておくと安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 044 uses expert_emphasis focus on medicine pouch. Use a small parallax drift toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
ここで大切なのは、自己判断で薬を減らしたり、やめたりしないことです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: ここで大切なのは、自己判断で薬を減らしたり、やめたりしないことです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 045 uses checklist focus on medicine pouch. Use a steady close-up hold with slight settling toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
気になることがある時は、医師や薬剤師に相談してください。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 気になることがある時は、医師や薬剤師に相談してください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 046 uses solution_demo focus on medicine pouch. Use a slow push-in toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
みっつめの確認は、診察で伝えるためのメモです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: みっつめの確認は、診察で伝えるためのメモです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 047 uses contrast focus on blank memo paper and pen. Use a gentle left-to-right pan toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
診察室に入ると、聞きたかったことを忘れてしまうことがあります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 診察室に入ると、聞きたかったことを忘れてしまうことがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 048 uses checklist focus on blank memo paper and pen. Use a soft downward tilt toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
これは、決して珍しいことではありません。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: これは、決して珍しいことではありません。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 049 uses expert_emphasis focus on prepared items. Use a small parallax drift toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
短いメモを一枚用意しておくだけで、伝え忘れを減らしやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 短いメモを一枚用意しておくだけで、伝え忘れを減らしやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 050 uses solution_demo focus on blank memo paper and pen. Use a steady close-up hold with slight settling toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
たとえば、いつから気になるのか。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: たとえば、いつから気になるのか。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 051 uses checklist focus on prepared items. Use a slow push-in toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
どんな時に困るのか。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: どんな時に困るのか。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 052 uses contrast focus on prepared items. Use a gentle left-to-right pan toward prepared items; the camera drifts across the prepared items and settles on the pouch. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
薬を飲んだあとに、いつもと違う感じがあったのか。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 薬を飲んだあとに、いつもと違う感じがあったのか。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 053 uses solution_demo focus on medicine pouch. Use a soft downward tilt toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
この三つを書いておくだけでも、話し始めやすくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: この三つを書いておくだけでも、話し始めやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 054 uses expert_emphasis focus on blank memo paper and pen. Use a small parallax drift toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
字をきれいに書く必要はありません。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 字をきれいに書く必要はありません。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 055 uses checklist focus on blank memo paper and pen. Use a steady close-up hold with slight settling toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
自分が読める大きさで、短く書いておけば十分です。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 自分が読める大きさで、短く書いておけば十分です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 056 uses solution_demo focus on blank memo paper and pen. Use a slow push-in toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let the background remains still and uncluttered. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
メモは、お薬手帳と同じポーチに入れておくと忘れにくくなります。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: メモは、お薬手帳と同じポーチに入れておくと忘れにくくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 057 uses contrast focus on medicine pouch. Use a gentle left-to-right pan toward medicine pouch; the hands place the booklet into the pouch and stop neatly. Let soft morning light changes slightly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
家族に聞いてほしいことがある場合は、前日までに一緒に書き出しておくのもよいですね。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 家族に聞いてほしいことがある場合は、前日までに一緒に書き出しておくのもよいですね。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 058 uses checklist focus on blank memo paper and pen. Use a soft downward tilt toward blank memo paper and pen; the pen hand finishes a small stroke and rests beside the blank memo. Let a curtain edge moves almost imperceptibly. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
よっつめの確認は、待ち時間を少し楽にするものです。,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: よっつめの確認は、待ち時間を少し楽にするものです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.","Motion beat 059 uses expert_emphasis focus on organized pouches. Use a small parallax drift toward organized pouches; the pouches settle into a neat row without showing any readable writing. Let subtle shadow movement keeps the frame calm. Preserve the original illustration style, senior age cues, composition, and all source-image details. Do not create any new readable text. (Silent video, no audio). No speech, no lip sync, no direct-to-camera performance, no singing, no chanting, no scene redesign, no character redesign, no panic."
