unit_index,scene_group_id,scene_archetype,host_usage,visible_text_policy,visible_text_exact,prompt_mode,prompt_img_nano,retention_beat_type,attention_target,visual_hook_override_used
44,medicine_pouch,medicine_pouch,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: ここで大切なのは、自己判断で薬を減らしたり、やめたりしないことです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,medicine pouch,false
45,medicine_pouch,medicine_pouch,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 気になることがある時は、医師や薬剤師に相談してください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,medicine pouch,false
46,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: みっつめの確認は、診察で伝えるためのメモです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
47,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 診察室に入ると、聞きたかったことを忘れてしまうことがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
48,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: これは、決して珍しいことではありません。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
49,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 短いメモを一枚用意しておくだけで、伝え忘れを減らしやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
50,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: たとえば、いつから気になるのか。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
51,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: どんな時に困るのか。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
52,medicine_pouch,medicine_pouch,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 薬を飲んだあとに、いつもと違う感じがあったのか。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,medicine pouch,false
53,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: この三つを書いておくだけでも、話し始めやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
54,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 字をきれいに書く必要はありません。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
55,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 自分が読める大きさで、短く書いておけば十分です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
56,medicine_pouch,medicine_pouch,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: メモは、お薬手帳と同じポーチに入れておくと忘れにくくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,medicine pouch,false
57,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 家族に聞いてほしいことがある場合は、前日までに一緒に書き出しておくのもよいですね。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
58,checklist_table,checklist_table,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: よっつめの確認は、待ち時間を少し楽にするものです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,organized pouches,false
59,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 病院の待合室では、思ったより長く座ることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
60,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 長い時間同じ姿勢でいると、足が重く感じたり、体が冷えたりすることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
61,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 厚生労働省では、長く座る場面で、軽い体操やかかとの上げ下ろし、水分補給などを紹介しています。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
62,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 待合室では、周りの迷惑にならない範囲で、足首をゆっくり動かしてみましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
63,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 小さな水筒やペットボトルを持っておくと、こまめに水分を取りやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
64,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: ただし、心臓や腎臓の病気などで水分制限を受けている方は、主治医の指示に従ってください。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
65,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 夏でも冷房で体が冷えることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
66,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: 薄いカーディガンや小さなスカーフを一枚入れておくと、温度調節がしやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
67,object_closeup,object_closeup,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 眼鏡や補聴器を使っている方は、替えの電池やケースも確認しておきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,reception pouch,false
68,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 説明を聞き取りやすくすることも、安心して診察を受けるための大事な準備です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
69,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: いつつめの確認は、帰り道まで安全にするものです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
70,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 通院は、行きよりも帰りのほうが疲れていることがあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
71,medicine_pouch,medicine_pouch,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: 会計を待ち、薬局へ寄り、そこから家に戻る。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,medicine pouch,false
72,calm_explainer,calm_explainer,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a calm domestic preparation scene with a senior-safe clinic bag and small pouches. Setting: warm Japanese living room with minimal clutter. The image supports this spoken line about: 思ったより長い外出になることもあります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,prepared items,false
73,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: まず、携帯電話は充電しておきましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
74,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: 緊急連絡先を書いた小さな紙を、財布やバッグの見える場所に入れておくのも安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
75,object_closeup,object_closeup,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: 交通系カードや小銭も、帰りに慌てないように分けておきます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,reception pouch,false
76,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: バッグは、できれば両手が使いやすいものを選びましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
77,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 斜め掛けのバッグや、軽いリュックなら、手すりを持ちやすくなります。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
78,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 靴も大切です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
79,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: かかとが安定していて、足に合った靴を選びましょう。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
80,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: 靴底がすり減っていないか、前日のうちに見ておくとよいですね。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
81,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: つっかけや、脱げやすい靴は、通院の日には避けたほうが安心です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
82,checklist_table,checklist_table,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: ここまでの五つを、もう一度まとめます。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,organized pouches,false
83,object_closeup,object_closeup,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands arranging generic blank reception cards and a small appointment paper into a clear pouch. Setting: Japanese dining table prepared the night before. The image supports this spoken line about: ひとつめは、マイナ保険証や資格確認書、診察券などの受付セット。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,reception pouch,false
84,medicine_pouch,medicine_pouch,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show wrinkled senior hands placing a medicine notebook-like booklet and generic medicine packets into a small pouch. Setting: clean Japanese kitchen table with a teacup nearby. The image supports this spoken line about: ふたつめは、お薬手帳と薬の情報。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,medicine pouch,false
85,note_preparation,note_preparation,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person writing a short personal reminder on blank paper with large strokes. Setting: warm living room table with glasses and a pen. The image supports this spoken line about: みっつめは、診察で伝えるメモ。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,blank memo paper and pen,false
86,waiting_comfort,waiting_comfort,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a senior-friendly waiting set with a small water bottle, light cardigan, glasses case, and hearing aid case. Setting: quiet clinic waiting corner rendered as generic Japanese public interior. The image supports this spoken line about: よっつめは、水分や羽織ものなど、待ち時間を楽にするもの。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,comfort items,false
87,outing_safety,outing_safety,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show a clearly senior Japanese person checking comfortable walking shoes and a hands-free shoulder bag. Setting: Japanese genkan with handrail and tidy floor. The image supports this spoken line about: いつつめは、連絡先、交通費、携帯電話、歩きやすい靴など、帰り道まで考えた安全セットです。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,shoes and hands-free bag,false
88,checklist_table,checklist_table,no_host,no_readable_text,,line_context_locked,"Generate a still keyframe in retro-clean 2D illustrated lifestyle handbook style, warm domestic Japanese details, flat soft colors, clean outlines, minimal clutter, senior-friendly object clarity. Show five small unlabeled pouches grouped neatly as a visual checklist without readable writing. Setting: Japanese dining table under soft light. The image supports this spoken line about: この五つを、別々に覚えようとすると大変です。 Keep the composition simple, practical, and reassuring, with Japanese domestic or clinic-adjacent details only. Use object clarity and warm soft colors. No readable text, no numbers, no logos, no photorealism, no hospital emergency, no panic, no youth reduction.",,organized pouches,false
